Title,Category,Location_Address,Location_City,Location_Venue,Event_Start
Frekuensea Festival 2024,Entertainment,"Jl. Pamugaran, Wonoharjo, Kecamatan Pangandaran, Pangandaran Kabupaten, Jawa Barat, Indonesia",Bali,Bumi Perkemahan Pamugaran Kwarcab Pangandaran,23-May-2024
INSA Yacht Festival (IYF) 2024,Entertainment,"Jalan Dermaga 1 Komp TKBM Pelabuhan Benoa, Denpasar Selatan, Denpasar Kota, Bali, Indonesia",Cikarang,Benoa Marina,24-Nov-2024
Yuukifest II : Mujou Na Yoake,Entertainment,"Perum Cikarang Baru, Jl. Beruang Raya No.9, Jayamukti, Kecamatan Cikarang Pusat, Bekasi Kabupaten, Jawa Barat, Indonesia",Makasar,SMA Negeri 1 Cikarang Pusat,17-May-2024
Prolog Fest,Entertainment,"Jl. Metro Tj. Bunga No.Kav. 3-5, Tj. Merdeka, Kecamatan Tamalate, Makassar Kota, Sulawesi Selatan, Indonesia",Jakarta,Pantai Akkarena,30-Jun-2024
KIS STUCK IN 90s,Entertainment,"Jl. Gunawarman No.40 5, RT.5/RW.2, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibuko, Kebayoran Baru, Jakarta Selatan Kota, Jakarta, Indonesia",Dki Jakarta,The Brotherhood Gunawarman,22-May-2024
"Pesta Kecil Berbagi ""Loud Wave Air""",Entertainment,"Jl. Astasura No.91, Peguyangan Kangin, Kecamatan Denpasar Utara, Denpasar Kota, Bali, Indonesia",Bali,Berbagi Ruang dan Kopi,23-May-2024
Aku Adalah Indonesia by Preschool Kindergarten,Entertainment,"Taman Ismail Marzuki, Jl. Cikini Raya No. 73, Menteng, Cikini, Jakarta Pusat, Jakarta, Indonesia",Jakarta,Graha Bhakti Budaya,11-May-2024
Si Pitung Jawara Betawi by Primary School,Entertainment,"Taman Ismail Marzuki, Jl. Cikini Raya No. 73, Menteng, Cikini, Jakarta Pusat, Jakarta, Indonesia",Jakarta,Graha Bhakti Budaya,15-May-2024
Tau Tau Festival Vol.3 - Umum,Entertainment,"Jl. Raya Cipadung, Cipadung Wetan, Kec. Panyileukan, Kota Bandung, Jawa Barat 40614, Bandung Kota, Jawa Barat, Indonesia",Bandung,TRITAN POINT BANDUNG,23-May-2024
Lights for Soul (Magic Shop),Entertainment,"Jl. Balap Sepeda No.35, Indonesia, Jakarta, Indonesia",Jakarta,Jakarta International Velodrome,22-May-2024
Saloka Fest 2024,Entertainment,"Jl. Fatmawati No.154, Gumuksari, Lopait, Kec. Tuntang, Semarang, Jawa Tengah, Tuntang, Semarang Kabupaten, Jawa Tengah, Indonesia",Semarang,Saloka Theme Park,23-Jun-2024
Pertunjukan Musikalisasi Puisi X-10 SMAN 22 Bandung,Entertainment,"Jl. Laswi No.5, Buah Batu, Bandung, Jawa Barat, Indonesia",Bandung,Bandung Creative Hub,16-May-2024
DIGI Bandoeng Festive 2024,Entertainment,"Jl. Pasir Kaliki No.23, Bandung, Jawa Barat, Bandung Kota, Bandung, Indonesia",Bandung,The House Convention Hall,21-May-2024
Remember November Vol.2 - Pesta Retro,Entertainment,"Jiexpo Kemayoran, Jl. Benyamin Suaeb, 27, Jakarta Utara, Jakarta, Indonesia",Jakarta,Gambir Expo - Jiexpo Kemayoran,24-Apr-2024
JOOYOUNG Live in Jakarta,Entertainment,"Jl. Boulevard Bar. Raya No.12, RT.18/RW.19, Klp. Gading Bar., Kecamatan Kelapa Gading, Utara Jakarta, Jakarta, Indonesia",Jakarta Utara,"Impact Community Indonesia, Mall of Indonesia",20-May-2024
Mark Sixma at Whiterabit Elixia,Entertainment,"City Plaza lt.UG, Suite UG-08, Wisma Mulia. Jl. Gatot Subroto No.42, Kuningan Barat Kec. Mampang Pra, Mampang Prapatan, Jakarta Selatan Kota, Jakarta, Indonesia",Jakarta Selatan,WhiteRabit Elixia,30-May-2024
ATOMIC,Entertainment,"Jl. Danau Buyan III No.2, Sanur, Kecamatan Denpasar Selatan, Denpasar Kota, Bali, Indonesia",Denpasar,Yayasan Pembangunan Sanur (YPS),23-May-2024
Hari Menjadi Manusia 2024,Entertainment,"Jakarta Selatan, Kebayoran Baru, Jakarta Selatan Kota, Jakarta, Indonesia",Jakarta Selatan,Jakarta Selatan,21-May-2024
Market East Festival (MarkEast Fest),Entertainment,"Q96C+QRG, Kayu Merah, Kecamatan Ternate Selatan, Ternate Kota, Maluku, Indonesia",Ternate,Waterboom Ternate,02-Jun-2024
KARAOKE JKT48 MUSIC VOL 3,Entertainment,"Jl. Panglima Polim No.37, RT.1/RW.1, Melawai, Kecamatan Kebayoran Baru, Jakarta Selatan Kota, Jakarta, Indonesia",Jakarta Selatan,BLOC BAR,22-May-2024
Kelas Profesi - Tender and Negotiation in Procurement Batch 6 by Latih,Entertainment,"Jl. Panglima Polim No.37, RT.1/RW.1, Melawai, Kecamatan Kebayoran Baru, Jakarta Selatan Kota, Jakarta, Indonesia",Jakarta Selatan,Online,15-May-2024
12th Bekasi Wedding Exhibition,Entertainment,"Grand Galaxy Park Mall, Lt. 2, Jl. Boulevard Raya Timur, Jaka Setia, Bekasi Selatan, Kota Bks, Bekasi, Bekasi Kota, Jawa Barat, Indonesia",Bekasi Kota,Grand Galaxy Convention Hall,24-May-2024
Bounce Street Asia,Entertainment,"Jl. Sentra Bisnis Artha Gading Blok D Kav. 8, Kelapa Gading, Jakarta Utara, Jakarta, Indonesia",Jakarta,Bounce Street Asia - Trampoline Park,12-Jun-2024
IMPACTNATION Japan Festival 2024,Entertainment,"Jl. Pintu Satu Senayan, Jakarta Pusat, Jakarta, Indonesia",Jakarta,Istora Senayan,21-Jul-2024
Blockbuster Museum Surabaya,Entertainment,"Jl. Kenjeran No.463-465, Gading, Kec. Tambaksari, Kota SBY, Jawa Timur 60134, Tambaksari, Surabaya, Indonesia",Surabaya,Blockbuster Museum Surabaya,24-Jul-2024
Gumuh Sari Rekreasi,Entertainment,"Jl. Tegal Gumuh No.9, Darmasaba, Kec. Abiansemal, Kabupaten Badung, Bali 80352, Bali, Bali, Indonesia",Bali,Gumuh Sari Rekreasi,17-Jun-2024
Musikaria Fest,Entertainment,"STADION PAKANSARI, Cibinong, Bogor Kabupaten, Jawa Barat, Indonesia",Bogor,"STADION PAKANSARI CIBINONG, KAB.BOGOR",20-May-2024
Udjo Ecoland,Entertainment,"4MC4+WG8, Cimenyan, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40197, Cimenyan, Bandung, Indonesia",Bandung,Udjo Ecoland,09-Aug-2024
GOLF1 Community Membership Millenial Card,Entertainment,"Indonesia, Indonesia, Indonesia, Indonesia",Indon,Harga Khusus di lebih 32 Lapangan Golf dan di beberapa Driving Range,20-Nov-2024
ANNYVERSARY KARA BRIDES,Entertainment,"Jl. KH. Hasyim Ashari No.28A, Petojo Utara, Kecamatan Gambir,  jakarta, Jakarta, Indonesia",Gambir,Kara Brides,24-Dec-2018
Synchronicity Festival,Entertainment,"Jalan Raya Penestanan Kelod, Sayan, Kecamatan Ubud, Gianyar Kabupaten, Bali, Indonesia",Gianyar,Adiwana Svarga Loka,23-May-2024
SEOUL BEATS KOREAN FESTIVAL,Entertainment,"Jl. Ki Hajar Dewantara RT. 2 / RW. 4, Cikarang, Bekasi Kabupaten, Jawa Barat, Indonesia",Bekasi Kabupaten,President University,20-May-2024
Konser Intern ke-19 Crescentia,Entertainment,"Jl. Cikutra No.204A, Sukapada, Kecamatan Cibeunying Kidul, Bandung Kota, Jawa Barat, Indonesia",Bandung Kota,Gedung Serba Guna Universitas Widyatama,22-May-2024
Muzz Presents: Udah Siap Nikah Belum,Education,"The Bellagio Mansion, Ground, The Bellagio Mansion, Jl. Mega Kuningan Timur II No.6, RT.5/RW.2, Kuni, Kecamatan Setiabudi, Jakarta Selatan Kota, Jakarta, Indonesia",Jakarta,EMJI Coffee Eatery Space Bellagio Mansion Mega Kuningan,15-May-2024
INSA Yacht Festival (IYF) 2024,Education,"Jalan Dermaga 1 Komp TKBM Pelabuhan Benoa, Denpasar Selatan, Denpasar Kota, Bali, Indonesia",Bali,Benoa Marina,24-Nov-2024
Future of Work Summit 2024,Education,"Jl. Prof. Dr. Satrio Kav. 18, Karet Kuningan, Setiabudi, Jakarta Selatan, Jakarta, Indonesia",Jakarta Selatan,Ballroom Kuningan City,18-May-2024
IdeaFest 2024,Education,"Jl. Jend. Gatot Subroto, Jakarta Pusat, Jakarta, Indonesia",Jakarta Pusat,Jakarta Convention Center,27-Sep-2024
Kelas Pofesi - Quality Control Management Food Industry Batch 5,Education,"Jl. Jend. Gatot Subroto, Jakarta Pusat, Jakarta, Indonesia",Jakarta Pusat,Online,12-May-2024
Innovate Through Connections,Education,"Jl. Cihampelas No.80, Bandung Kota, Bandung Kota, Jawa Barat, Indonesia",Bandung,Grandia Hotel,09-May-2024
Go! Wet Waterpark,Education,"Grand Wisata Bekasi, Tambun, Bekasi Kota, Jawa Barat, Indonesia",Jakarta Timur,Go! Wet Waterpark Grand Wisata Bekasi,10-Jun-2024
Taman Mini Indonesia Indah (TMII),Education,"Ceger, Cipayung, Cipayung, Jakarta Timur, Jakarta, Indonesia",Jakarta,Taman Mini Indonesia Indah (TMII),19-May-2024
Menjadi Manusia Workshop: Art Therapy,Education,"Jl. TB Simatupang No.17, RT.6/RW.9, Cilandak Bar., Kecamatan Cilandak, Jakarta Selatan Kota, Jakarta, Indonesia", Jakarta Selatan,MULA by Galeria Jakarta,15-May-2024
Future of Work Summit 2024 - Group Tickets,Education,"Jl. Prof. Dr. Satrio Kav. 18, Karet Kuningan, Setiabudi, Jakarta Selatan, Jakarta, Indonesia","Jakarta Selatan,",Ballroom Kuningan City,18-May-2024
Astranauts Conference 2024,Education,"Jl. Jenderal Sudirman No.Kav 5-6, Karet Tengsin, Kecamatan Tanah Abang, Jakarta Pusat Kota, Jakarta, Indonesia",Jakarta Pusat,"Catur Dharma Hall, Menara Astra lt. 5",16-May-2024
ALL Access e-Learning Program,Education,Online,Online,Online,23-May-2024
Heguru Learning Center East Surabaya,Education,"Kec. Mulyorejo, Kota SBY, Jawa Timur 60115, Mulyorejo, Jl. Dharmahusada Indah Timur No.35-37, Galaxy, Indonesia, Jawa Timur, Indonesia",Surabaya,Heguru Learning Center,24-May-2024
Wisata Kelinci Borobudur,Education,"Parakan rt/rw 02, Ngargogondo, Borobudur, Kab. Magelang, Yogyakarta, Jawa Tengah, Indonesia",Magelang,Desa Bahasa Borobudur,25-May-2024
Data Warkop ( Sharing activities about insights and experiences in the field of data ),Education,Online,Online,Online,26-May-2024
Hari Menjadi Manusia 2024,Education,"Jakarta Selatan, Kebayoran Baru, Jakarta Selatan Kota, Jakarta, Indonesia",Jakarta Selatan,Jakarta Selatan,21-May-2024
Seksualitas dalam Perkawinan,Education,"Ruko Permata Sari. 1006, Binong, Kecamatan Curug, Tangerang Kabupaten, Banten, Indonesia",Tangerang,Lembaga Konseling Keluarga Kreatif (LK3),17-May-2024
Kelas Profesi - Tender and Negotiation in Procurement Batch 6 by Latih,Education,Online,Online,Online,15-May-2024
AIF CUP 2024 Jawa Barat Series,Education,"4Q27+R9P, Sindangsari, Indonesia, Sumedang Kabupaten, Jawa Barat, Indonesia",Jakarta,Bumi Perkemahan Kiarapayung KWARDA JABAR,18-May-2024
Blockbuster Museum Surabaya,Education,"Jl. Kenjeran No.463-465, Gading, Kec. Tambaksari, Kota SBY, Jawa Timur 60134, Tambaksari, Surabaya, Indonesia",Surabaya,Blockbuster Museum Surabaya,22-May-2024
Toya Devasya Hot Spring Waterpark,Education,"Batur Tengah, Kec. Kintamani, Kabupaten Bangli, Bali, Kintamani, Bangli Kabupaten, Bali, Indonesia",Bali,Toya Devasya Natural Hot Spring,10-May-2024
TASTAZOO,Education,"Angseri, Kec. Baturiti, Kabupaten Tabanan, Bali 82191, Bali, Bali, Indonesia",Bali,TASTAZOO | Taman Satwa Tabanan,04-May-2024
Faunaland Ancol,Education,"Taman Impian Jaya Ancol, Sunter, Jakarta Utara, Jakarta, Indonesia",Jakarta Utara,Allianz Ecopark,22-Jun-2024
Bali Bird Park,Education,"Jl. Serma Cok Ngurah Gambir, Ubud, Gianyar Kabupaten, Bali, Indonesia",Bali,Bali Bird Park,03-Jun-2024
The Lodge Maribaya,Education,"Jalan Maribaya No. 149/252 RT. 03 / RW. 15 Babakan, Gentong, Cibodas, Lembang, Kabupaten Bandung Bar, Lembang, Bandung Barat Kabupaten, Jawa Barat, Indonesia",Bandung,The Lodge Maribaya,24-Sep-2024
Gumuh Sari Rekreasi,Education,"Jl. Tegal Gumuh No.9, Darmasaba, Kec. Abiansemal, Kabupaten Badung, Bali 80352, Bali, Bali, Indonesia",Bali,Gumuh Sari Rekreasi,30-Jun-2024
Data Science For Beginners,Education,Online,Online,Online,27-Apr-2024
"DPO Online Course #16, 28-30 Mei, Pelatihan Pejabat Data Pelindungan Pribadi Bersertifikat",Education,Online,Online,Online,27-Mar-2024
Sekolah Perhotelan Cruise,Education,"Jl. Gadog 2, Gadog, Kecamatan Pacet, Cianjur Kabupaten, Jawa Barat, Indonesia",Cianjur,Hotel Bintang Raya,09-Jan-2024
Udjo Ecoland,Education,"4MC4+WG8, Cimenyan, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40197, Cimenyan, Bandung, Indonesia",Bandung,Udjo Ecoland,21-Aug-2024
#broadentechid 2024,Education,"Ciputra World 1, Lt. 10 Retail Podium, Jl. Professor Doktor Satrio Kav. 3-5, Setiabudi, Jakarta Selatan, Jakarta, Indonesia",Jakarta Selatan,Ciputra Artpreneur,21-Nov-2024
KURSUS BAHASA INGGRIS,Education,"Pejaten Office Park Blok D, Jl. WarungBuncit Raya no. 79, RT.1/RW.7, Pejaten Bar., Pasar Minggu, Jakarta Selatan Kota, Jakarta, Indonesia",Jakarta Selatan,Erlass Prokreatif Indonesia,01-Oct-2024
Nirvana Strength Bali,Education,"Jl. Pantai Berawa No.8, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Bali, Bali, Indonesia",Bali,Nirvana Strength Bali,06-Sep-2024
Expat Roasters,Education,"Jl. Petitenget No.1a, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Bali, Bali, Indonesia",Bali,Expat Roasters,03-Jun-2024
Kompetisi Pariwisata Indonesia 14,Education,"Jl. Gegerkalong Hilir, Bandung Kota, Bandung Barat Kabupaten, Jawa Barat, Indonesia",Bandung Barat,Politeknik Negeri Bandung,12-Oct-2024
Brunch Lunch GoWork RDTX x Accurate,Education,"RDTX Square, Jl. Prof. DR. Satrio No.164 9th Floor, Karet Semanggi, Kecamatan Setiabudi, Jakarta Selatan Kota, Jakarta, Indonesia",Jakarta Selatan,GoWork RDTX Square - Coworking and Office Space,12-May-2024
Accurate Desty Seller Academy Vol 3,Education,"Jl. Arjuna Utara No.26, RT.11/RW.2, Tomang Jakarta Barat, Kecamatan Grogol petamburan, Jakarta Barat Kota, Jakarta, Indonesia",Jakarta Barat,Front One Boutique Hotel Taman Anggrek by Azana Jakarta Barat,17-May-2024
FOLKS #7 - Navigating the Data Stream: Uniting Kafka and NiFi for Seamless Data Integration,Education,"Jl. Arjuna Utara No.26, RT.11/RW.2, Tomang Jakarta Barat, Kecamatan Grogol petamburan, Jakarta Barat Kota, Jakarta, Indonesia",Jakarta Barat,Online,20-May-2024
Accurate Open Class,Education,"Jl. Gegerkalong Hilir, Bandung Kota, Bandung Barat Kabupaten, Jawa Barat, Indonesia",Jakaralong TiBur,Online,02-Jan-2024
FREE TRIAL CLASS DATA SCIENCE - GREEN ACADEMY,Education,"Setiabudi 2 Buliding,Lt.3 Suite 307, 308-308AJl. H.R Rasuna Said, Karet Kuningan,Setiabudi, Jakarta , Kecamatan Setiabudi, Jakarta Selatan Kota, Jakarta, Indonesia",Jakarta Selatan,Green Academy Indonesia,20-May-2024
Yiwu Fair Indonesia 2024,Education,"North Jakarta, Kemayoran, Jakarta, Jakarta, Indonesia",Jakarta,Jiexpo Kemayoran,01-Jun-2024
Try Out dan Pembahasan BUMN,Education,"North Jakarta, Kemayoran, Jakarta, Jakarta, Indonesia",Jakarta,Online,20-May-2024
NUSAMICE 2024,Education,"Jl. Imam Bonjol No.209, Pendrikan Kidul, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50131, Semarang Tengah, Semarang Kota, Jawa Tengah, Indonesia",Semarang,Gedung Wisma Perdamaian Semarang,17-May-2024
LOJ Conference 2024,Education,"Kota Kasablanka, Jl. Casablanca No.88, 12, Jakarta Selatan, Jakarta, Indonesia",Jakarta Selatan,The Kasablanka Hall,19-May-2024
"BREXPERIENCE 2024 ""TRANSCEND: Enhancing Brand Asset to Unlock Boundless Possibilities""",Education,"Edu Town Kavling Edu I No. 1, Serpong, Jakarta Selatan, Jakarta, Indonesia",Jakarta Selatan,Universitas Prasetiya Mulya,18-May-2024
MARKETPLACE FORUM: FUTURE OF MARKETPLACE,Education,"Jl. Gading Golf Boulevard No.888, Pagedangan, Tangerang Kabupaten, Banten, Indonesia",Tangerang,Basilea Convention Center,15-May-2024
Privat Ngaji Surabaya,Education,"Darmo, Wonokromo, Surabaya, Jawa Timur, Indonesia",Surabaya,Kebun Binatang Surabaya,10-Feb-2024
Kursus Ngaji Surabaya,Education,"Jl. Embong Malang No.25-31, Surabaya, Surabaya, Indonesia",Surabaya,Sheraton Surabaya Hotel & Towers,09-Feb-2024
Pusat Belajar Ngaji Online Bulan Ramadhan Di Surabaya,Education,"1001 Hotel, Jl. Kunir No. 7, Pinangsia, Taman Sari, Pinangsia, Tamansari, Jakarta Barat, Jakarta, Indonesia",Jakarta Barat,Colosseum Jakarta,16-Feb-2024
Dharma Negara Alaya,Education,"Jl. Mulawarman, Dauh Puri Kaja, Kec. Denpasar Utara, Kota Denpasar, Bali 80231, Bali, Bali, Indonesia",Denpasar,Dharmanegara Alaya,13-Jun-2024
Retreat Package - Serenity Bali,Education,"Jl. Nelayan, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Bali, Bali, Indonesia",Bali,Serenity Bali,09-Jul-2024
ATV Hamaka by Bali Made Tour,Olahraga,"Jl. Raya Silakarang Singapadu Kaler, Singapadu Kaler, Kec. Sukawati, Kabupaten Gianyar, Bali 80582, Sukawati, Gianyar, Bali, Indonesia",Bali,ATV Ubud Bali,11-Jul-2024
ATV dan Rafting by Bali Best Adventure,Olahraga,"Jl. Raya Payangan, Melinggih Kelod, Kec. Payangan, Kabupaten Gianyar, Bali 80572, Ubud, Gianyar, Bali, Indonesia",Bali,Puri Agung Payangan,11-Sep-2024
Telaga Waja Rafting by Bali Best Adventure,Olahraga,"Mengwi, Badung, Bali, Indonesia",Bali,Pantai Munggu,12-Jul-2024
Telaga Waja Water Rafting by Bali Sobek,Olahraga,"Sobek Rafting Finish Point, Jalan Raya Kedewatan I, Kedewatan, Gianyar Regency, Bali, Indonesia, Ubud, Gianyar, Bali, Indonesia",Bali,Sobek Rafting Adventure,02-Dec-2024
Ayung Water Rafting by Bali Sobek,Olahraga,"Sobek Rafting Finish Point, Jalan Raya Kedewatan I, Kedewatan, Gianyar Regency, Bali, Indonesia, Ubud, Gianyar, Bali, Indonesia",Bali,Sobek Rafting Adventure,14-Jul-2024
M7 Tactical - Lippo Mall Puri,Olahraga,"Lippo Mall Puri Lantai 2 #75, Kembangan, Jakarta Barat, Jakarta, Indonesia",Jakarta,Lippo Mall Puri Lantai 2,15-Jul-2024
M7 Tactical - Pluit Village,Olahraga,"Pluit Village Mall, lantai 2 unit #110, Penjaringan, Jakarta Utara, Jakarta, Indonesia",Jakarta Utara,Pluit Village Mall,07-May-2024
M7 Tactical - Kuningan City Mall,Olahraga,"Kuningan City Mall Lantai P4, RT.14/RW.4, Kuningan, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Setiabudi, Jakarta Selatan, Jakarta, Indonesia",Jakarta Selatan,Kuningan City Mall,17-Jul-2024
ATV Riding 3 Lap by ATV Adventure Indonesia Setu,Olahraga,"Jl. Raya Setu No.1 RT 5/1 , Setu, Cipayung, Jakarta Timur, DKI Jakarta, Indonesia, Cipayung, Jakarta Timur, Jakarta, Indonesia",Jakarta Timur,ATV Adventure Indonesia,20-Jul-2024
Kuber ATV Bali,Olahraga,"KUBER BALI ADVENTURE, Melinggih Kelod, Gianyar Regency, Bali, Indonesia, Ubud, Gianyar, Bali, Indonesia",Denpasar,Kuber BALI ADVENTURE,19-Jun-2024
Jambe Asri ATV Bali,Olahraga,"JAMBE ASRI ATV, Jalan Pura Dalem Tegal Tamu, Batubulan, Gianyar Regency, Bali, Indonesia, Sukawati, Gianyar, Bali, Indonesia",Denpasar,JAMBE ASRI ATV,20-Jun-2024
Ayung White Water Rafting by Red Paddles,Olahraga,"Red Paddle Bali Adventures, Ubud, Gianyar, Bali, Indonesia",Denpasar,Red Paddle Bali Adventures,12-May-2024
Bali Fire Shooting Club,Olahraga,"Jl. Bypass Ngurah Rai No.206, Sanur Kauh, Denpasar Selatan, Kota Denpasar, Bali, Denpasar Selatan, Denpasar, Bali, Indonesia",Denpasar,Bali Fire Shooting Club,05-Jul-2024
Bold Electric Bike,Olahraga,"Jl. Bypass Ngurah Rai No.206, Sanur Kauh, Denpasar Selatan, Kota Denpasar, Bali, Denpasar Selatan, Denpasar, Bali, Indonesia",Bali,Bali Fire Shooting Club,06-Jul-2024
ATV by Beji River Adventure Bali,Olahraga,"Jl. Raya Singapadu No.10, Singapadu Kaler, Kec. Sukawati, Kabupaten Gianyar, Bali 80571, Sukawati, Gianyar, Bali, Indonesia",Bali,ATV Bali Ubud Singapadu,24-Jul-2024
Floaties,Olahraga,"Baturiti, Tabanan, Bali, Indonesia",Bali,Air Terjun Leke Leke,30-Jul-2024
"TITI BATU UBUD CLUB (COMMUNITY, SPORT & WELLNESS)",Olahraga,"Jl. Cempaka, Kumbuh, Mas, Ubud - Bali - Indonesia , Ubud, Gianyar, Bali, Indonesia",Bali,Br kumbuh mas ubud,02-Oct-2024
Bali International Go-Kart Circuit,Olahraga,"Halo Go-Kart (Bali Internasional Gokart Sirkuit), Selumbung, Karangasem Regency, Bali, Indonesia, Manggis, Karangasem, Bali, Indonesia",Bali,Bali Internasional Gokart Sirkuit,21-May-2024
Halo ATV Bedugul,Olahraga,"Bedugul, Candikuning, Kec. Baturiti, Kabupaten Tabanan, Bali 82191, Baturiti, Tabanan, Bali, Indonesia",Bali,Candikuning,28-Jul-2024
Halo ATV Bali,Olahraga,"Halo ATV, Selumbung, Karangasem Regency, Bali, Indonesia, Manggis, Karangasem, Bali, Indonesia",Bali,Halo ATV,03-Jul-2024
"Snorkeling Trip 3 Spot (Gili Trawangan, Meno, Air) Kusuma Lombok",Olahraga,"Lombok, West Nusa Tenggara, Indonesia, Kopang, Lombok, Nusa Tenggara Barat, Indonesia",Lombok,Gili Meno,03-Jul-2024
Tiket Rafting Goa Tanding by Arowisata,Olahraga,"Goa Tanding, Seropan, Bejiharjo, Gunung Kidul Regency, Special Region Of Yogyakarta, Indonesia, Karangmojo, Gunung Kidul, Provinsi Yogyakarta, Indonesia",DI Yogyakarta,Goa Tanding,05-Oct-2024
ATV Riding 45 Menit by ATV Adventure Indonesia Setu,Olahraga,"Jl. Raya Setu No.1 RT 5/1 , Setu, Cipayung, Jakarta Timur, DKI Jakarta, Indonesia , Cipayung, Jakarta Timur, Jakarta, Indonesia",Jakarta Timur,ATV Adventure Indonesia,06-Jul-2024
Batu Offroad Adventure by Go Explore,Olahraga,"Coban Talun, Batu, Malang, Jawa Timur, Indonesia",Malang,Coban talun batu,06-Oct-2024
Body Rafting Green Canyon - Track Panjang (10 km) by Go Explore,Olahraga,"Parkir Timur, Cijulang, Pangandaran, Jawa Barat, Indonesia",Pangandaran,PARKIRAN UTAMA GREEN CANYON,08-Jul-2024
Body Rafting Green Canyon - Track Pendek (5 km) by Go Explore,Olahraga,"Parkir Timur, Cijulang, Pangandaran, Jawa Barat, Indonesia",Pangandaran,"
PARKIRAN UTAMA GREEN CANYON",20-Jun-2024
Body Rafting Ciwayang by Go Explore,Olahraga,"Jl. Cigugur, Parakanmanggu, Parigi, Cigugur, Pangandaran, Jawa Barat, Indonesia",Pangandaran,Rafting Batu Lumpang,12-May-2024
Paket Body Rafting Batu Lumpang by Go Explore,Olahraga,"Jl. Cigugur, Parakanmanggu, Parigi, Parigi, Pangandaran, Jawa Barat, Indonesia",Pangandaran,Rafting Batu Lumpang,10-Jul-2024
Body Rafting Green Valley Citumang Pangandaran by Go Explore,Olahraga,"Komplek Objek Wisata Citumang Sukamanah, Bojong, Parigi Pangandaran, Parigi, Pangandaran, Jawa Barat, Indonesia",Pangandaran,Citumang Pangandaran,11-May-2024
Paket Wisata River Tubing Green Santirah by Go Explore,Olahraga,"Dusun Karangmukti, RT.05/RW.08, Selasari, Parigi, Parigi, Pangandaran, Jawa Barat, Indonesia",Pangandaran,My Santirah,17-May-2024
Three Island Watersport,Olahraga,"Sanur Harbour, Sanur Kaja, Denpasar City, Bali, Indonesia, Denpasar Selatan, Denpasar, Bali, Indonesia",Bali,Sanur Harbour,13-Jul-2024
Bali ATV Ride by Bali Best Adventure,Olahraga,"JAMBE ASRI ATV, Jalan Pura Dalem Tegal Tamu, Batubulan, Gianyar Regency, Bali, Indonesia, Sukawati, Gianyar, Bali, Indonesia",Bali,JAMBE ASRI ATV,14-Apr-2024
Swing Bali by Bali Best Adventure,Olahraga,"Pluit Village Mall, lantai 2 unit #110, Penjaringan, Jakarta Utara, Jakarta, Indonesia",Jakarta Utara,Pluit Village Mal,15-Sep-2024
Bali Swing and ATV Ride Adventure by Bali Best Adventure,Olahraga,"KUBER BALI ADVENTURE, Melinggih Kelod, Gianyar Regency, Bali, Indonesia, Ubud, Gianyar, Bali, Indonesia",Bali,"Kuber BALI ADVENTURE
",16-Jul-2024
Paket Bali Safari & Marine park + ATV Ride Adventure by Bali Best Adventure,Olahraga,"KUBER BALI ADVENTURE, Melinggih Kelod, Gianyar Regency, Bali, Indonesia, Ubud, Gianyar, Bali, Indonesia",Bali,Kuber BALI ADVENTURE,05-Jul-2024
Bali Swing dan Rafting Adventure by Bali Best Adventure,Olahraga,"KUBER BALI ADVENTURE, Melinggih Kelod, Gianyar Regency, Bali, Indonesia, Ubud, Gianyar, Bali, Indonesia",Bali,"Kuber BALI ADVENTURE 
",06-Jul-2024
Telaga Waja Rafting all Inclusive by Bali Best Adventure,Olahraga,"Sanur Harbour, Sanur Kaja, Denpasar City, Bali, Indonesia, Denpasar Selatan, Denpasar, Bali, Indonesia",Bali,Sanur Harbour,24-Jul-2024
Fly fish + Parasailing Adventure + Jet Ski by Bali Best Adventure,Olahraga,"Sobek Rafting Finish Point, Jalan Raya Kedewatan I, Kedewatan, Gianyar Regency, Bali, Indonesia, Ubud, Gianyar, Bali, Indonesia",Bali,Sobek Adventure Rafting (Finish Point Sobek Rafting Ayung),
Ocean Walker + Jet ski + Tubing ( rolling donut) by Bali Best Adventure,Olahraga,"Sobek Rafting Finish Point, Jalan Raya Kedewatan I, Kedewatan, Gianyar Regency, Bali, Indonesia, Ubud, Gianyar, Bali, Indonesia",Bali,Sobek Adventure Rafting (Finish Point Sobek Rafting Ayung),06-Jun-2024
Ocean Walker + Fly Fish + Banana Boat by Bali Best Adventure,Olahraga,"Jl. Pantai Kuta No.18, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361",Bali,Pantai Kuta,04-Jun-2024
"Diving, Jet Ski, and Banana Boat by Bali Best Adventure",Olahraga,"Jl. Pratama No.70, Benoa, Nusa Dua, Kabupaten Badung, Bali 80361",Bali,Taman Bhagawan,12-Jun-2024
